uniprot_acc	M-D MOCK PBMCB	M-D MCM PBMCB	M-K MOCK PBMCB	M-K MCM PBMCB	P-A MOCK PBMCB	P-A MCM PBMCB	P-W MOCK PBMCB	P-W MCM PBMCB	all MOCK PBMCB	all MCM PBMCB	M-D MOCK TIBC	M-D MCM TIBC	M-K MOCK TIBC	M-K MCM TIBC	P-A MOCK TIBC	P-A MCM TIBC	P-W MOCK TIBC	P-W MCM TIBC	all MOCK TIBC	all MCM TIBC
Q13442	-3.1904519193472907	-3.187039263682841	-3.3667708747903404	-3.6353314734151994	-3.3115921682345406	-3.4828568392267365	-3.186166634148897	-3.259623556019979	-3.2996383698763037	-3.362265829222054	-3.2377671045191714	-3.401995277182886	-3.2962212985148778	-3.390300256805444	-3.3351336367347244	-3.289092197113175	-3.248315206427246	-3.2340911062850477	-3.35164548026197	-3.4523289683368303
Q13443	-3.6622126033058926	-3.599483159225238	-3.245076755382125	-3.2955338935251013	-3.009198561813448	-3.0998770538432088	-3.474013546617889	-3.5705633030301285	-3.1641275453566813	-3.256662653897216	-3.3692656176068843	-3.3240787166759382	-3.2959580369117494	-3.3465448432080938	-3.298752710200911	-3.345284836995148	-3.2239836322650532	-3.163028975623913	-3.409831228624101	-3.466229881953072
Q13445	-3.331844218942492	-3.178153942521266	-3.377605350478588	-3.166104615075835	-3.4388812477061657	-3.1956635993157825	-3.509779385954774	-3.3172580136982046	-3.5221073032743053	-3.2369601112226167	-3.431860025749247	-3.28215080602681	-3.551538048794302	-3.2061772203852015	-3.358178540977078	-3.15766471595064	-3.473535461056768	-3.1817233658707806	-3.467366984742354	-3.1755124476019714
Q13451	-3.3553472721666164	-3.236800627075782	-3.475437381105218	-3.317421256173843	-3.571296581259673	-3.40865139982127	-3.3213235165550805	-3.08427801889634	-3.3267466788823232	-3.183312673405109	-3.4706770216086684	-3.2768866066459807	-3.0788946800955954	-2.872446442801676	-3.4948164182892065	-3.2164593961968735	-3.7197781049996346	-3.510481148907976	-3.4487273346333036	-3.3190700517606846
Q13459	-3.2482418786671223	-3.074846811983043	-3.378923086452197	-3.2088575525169194	-3.583136940465801	-3.469820643086483	-3.362134377743294	-3.242161635763858	-3.444568940723155	-3.2748390726049275	-3.258155943874766	-3.1469469641776624	-3.4547046137313258	-3.2811637721194287	-3.471339867439298	-3.3207924149658727	-3.437786877025292	-3.345800965830653	-3.3609990943153782	-3.1804773747566353
Q13464	-3.3579636782419007	-3.289895976347753	-3.401383768130789	-3.4232451777816384	-3.30623700012947	-3.3394970901426637	-3.2662400784794765	-3.210608957444883	-3.33529853988087	-3.3012385218119733	-3.3359140199540973	-3.2752366619624387	-3.3280363428043844	-3.400661124493039	-3.2612923608756965	-3.2440774527816836	-3.2859173282407985	-3.347986096418676	-3.391712514618585	-3.3576180264066324
Q13469	-3.556238196814343	-3.5229424579077144	-3.641837168677605	-3.789937184356035	-3.588740112561262	-3.334821891879206	-2.7371257246101033	-2.951303100853309	-3.2481200443015297	-3.1997274344024316	-3.208346293158909	-3.1904804536097675	-3.1174141022281296	-2.9631652691781474	-3.7846857118360737	-3.7473161942268782	-3.398506421039761	-3.169766243404798	-3.423032275565868	-3.432875450665722
Q13472	-3.265424933791901	-3.6067613500703937	-3.290291654415651	-3.4163571631341565	-3.078408842542254	-3.3399539768423643	-3.355394623921383	-3.355779029206457	-3.209224345279855	-3.360207579595743	-3.1622226702299816	-3.40766433304238	-3.1604296992230836	-3.3807912172030803	-3.617426934701835	-3.6200792780833257	-3.104326629252994	-3.198156304395534	-3.214153657964631	-3.4673080533944107
Q13478	-3.300633830331062	-3.2936592338501325	-3.6393595037738753	-3.548208909220267	-3.4827975324481284	-3.383341482703444	-3.1640601622886453	-2.9475107984416797	-3.3381913498260674	-3.2454299826193647	-3.6907179258098566	-3.566216200203383	-3.937942715035109	-3.7487269154591223	-2.1952411717779925	-2.146245177520157	-4.179484293119769	-4.057615713546194	-3.88735761045121	-3.807494128479098
Q13485	-3.422876529190906	-3.3886267714400677	-3.33718029647751	-3.3056217586944663	-3.256988115268039	-3.295129588346283	-3.379231053498322	-3.3152083061979587	-3.3050966645266415	-3.2247808771118707	-3.242182826163131	-3.3018658674332944	-3.2696221286471783	-3.325929451205143	-3.4062799279715867	-3.432609477324404	-3.1900140282693386	-3.2548676951050988	-3.4031294311530447	-3.4157168430493505
Q13488	-3.205502847440993	-3.1256048998486308	-3.290615313652586	-3.2195655012697	-3.5356394208265183	-3.575634330975052	-3.2984539608140775	-3.2912958244464896	-3.417073302650288	-3.3224887419415743	-3.2337543541038216	-3.343728039792054	-3.473326052226298	-3.448112577147932	-3.1921382791014676	-3.236766295366848	-3.52889004948295	-3.633513573151517	-3.082374138821459	-3.1485957085517375
Q13492	-3.285545228652837	-3.263397506780998	-3.3801510171645384	-3.3440364005461833	-3.3315020453169453	-3.280832585307957	-3.354680206250322	-3.3715218878913973	-3.301548026769511	-3.311079774706287	-3.286482128768893	-3.412237704324108	-3.3372247529947985	-3.3306515595853474	-3.3691056052388406	-3.2576012621223276	-3.238018677813228	-3.365536183583928	-3.319153721242313	-3.311980403260599
Q13496	-3.436387746792182	-3.496114667543607	-3.103209564794014	-3.046337204528465	-3.2579722155266646	-3.4642052704393067	-3.5193650675753787	-3.3860486991182297	-3.245789414072408	-3.3487503097645734	-3.08193084713965	-3.187255061849145	-3.3032495367419825	-3.351524523253283	-3.499675949556257	-3.8514217755774554	-3.1372123930444533	-3.64756437861956	-3.1710813481924136	-3.175533512133799
Q13501	-3.112571598142025	-3.2187522405150126	-3.2519579743162788	-3.2289240824867087	-3.4845863082492943	-3.524346346906273	-3.3889304486602585	-3.416319904772429	-3.3500985683177555	-3.2947897550739462	-3.2006079552081026	-3.0932883489254293	-3.2132599652367717	-3.279413798051342	-3.4797083505070736	-3.618333169600786	-3.4585419953521135	-3.5177966782832715	-3.221308171641467	-3.2286572034522063
Q13505	-3.38115452670824	-3.2957457016514584	-3.3571963062053576	-3.2576068027014338	-3.509506925022927	-3.2571614702001983	-3.3050675324407166	-3.1977010938638664	-3.434570047807699	-3.2516781303368014	-3.4376441006553784	-3.386520780033332	-3.454476349307759	-3.211335246996997	-3.2532605844294404	-3.1053411623988434	-3.5595290914018567	-3.278975273607238	-3.3564023514074464	-3.2331368453781177
Q13510	-3.320065742570427	-3.2534288855301527	-3.500580499343744	-3.362056206990923	-3.4694626976887553	-3.368175932390947	-3.141675683379917	-3.0838528071739577	-3.4444262796684004	-3.334029611075863	-3.723002517001685	-3.743539051820822	-3.838504495780424	-3.604862356175976	-2.7925648391699327	-2.5459493114406	-3.5392124842476065	-3.2256624100425975	-3.478301805960337	-3.3319721685104424
Q13523	-3.388289621906404	-3.439749242991864	-3.3429598475323696	-3.3777455821482243	-3.3084221177053146	-3.2184224162208235	-3.383381242362017	-3.2385837310824	-3.315343550397243	-3.2247615797196287	-3.389666505164981	-3.3871826883250944	-3.1877035742537942	-3.106882911342545	-3.5230909199134963	-3.476679925797957	-3.351498835802363	-3.19835693964753	-3.3391250992794457	-3.3126940409724464
Q13526	-3.2136649196238944	-3.2350855061126933	-3.378749680101381	-3.637391026358463	-3.250790138370804	-3.391186705153855	-3.130233053911909	-3.2955886433704276	-3.333534049987174	-3.41293981133958	-3.312173297778867	-3.308414946522857	-3.2107668671591556	-3.463020826927448	-3.4015091624951466	-3.3126255302379035	-3.2317212730857023	-3.3577539490751533	-3.252057553265601	-3.389177622068127
Q13530	-3.60470613013404	-3.324692430235407	-3.194858373451229	-3.0780747719126116	-3.620489058798052	-3.4550261513500304	-3.325467980896311	-3.1908765297563626	-3.3376869458838243	-3.1884017876025563	-3.450395749348139	-3.3490821179848025	-3.4065945126835055	-3.3343697017991305	-3.333374685102886	-2.9246974962538466	-3.399089071935948	-3.317157392991099	-3.433259732213036	-3.3460982668807264
Q13535	-3.3162583432233403	-3.450639931237468	-3.2386169568237366	-3.233756038816391	-3.249970890957863	-3.362464344607345	-3.3363443023737975	-3.432999665093304	-3.216170472472902	-3.4058436645948373	-3.354725993469218	-3.462449735038017	-3.070447108631927	-3.303402786241102	-3.4672597425912652	-3.609587044866578	-3.1942804961952103	-3.362045670891922	-3.1532130439183415	-3.322809998460724
Q13541	-3.318679813654743	-3.421716658273387	-3.4060448092184528	-3.850559817093948	-3.218255022142906	-3.113251411160488	-3.1965604481001173	-2.90603016244458	-3.537235760638526	-3.455467712314131	-3.627878437069751	-3.73412837116316	-3.739833207603167	-2.997022484623616	-3.531153453761426	-3.3543360223762213	-3.2636786845452956	-2.4903863139758395	-3.4590803483749863	-3.5301012796259403
Q13546	-3.1528119656209572	-3.074253967442671	-3.4056729011285105	-3.340708487965304	-3.486245520764694	-3.524840037489019	-3.3248283241678527	-3.2595594959269127	-3.329112406396077	-3.381846517433275	-3.3100008879822456	-3.295986427927753	-3.2267017565971576	-3.4671443727961515	-3.2492961761094525	-3.3576660265364753	-3.46455934654168	-3.5683925465086985	-3.17338373468832	-3.162769362041503
Q13547	-3.361944567660786	-3.394176140475874	-3.31021658756163	-3.3038255573945645	-3.210969213508549	-3.2966191518392307	-3.405879444013838	-3.369896732478654	-3.3103724066875597	-3.266772631447342	-3.265844627045126	-3.2633358561297716	-3.280328556889843	-3.3281426667765883	-3.496614639363643	-3.509059162405729	-3.141365552175983	-3.2694171049697243	-3.3553714886167256	-3.3478904304706294
Q13555	-3.4986083421024023	-3.4478281237323873	-3.424931651196966	-3.2024213438353737	-3.274755195240849	-3.202541834559843	-3.2713512241115676	-3.300182726379606	-3.322026069273035	-3.306050025796604	-3.2821089953157605	-3.266810838720668	-3.509655822659097	-3.3968257063799303	-3.2674487153413874	-3.417292038300736	-3.162578777961523	-3.2224608911279113	-3.3910465085836132	-3.3367587458220527
Q13557	-3.208377513358423	-3.041896201412824	-3.4340345313942486	-3.2519231443830785	-3.5088340621169856	-3.218073218874005	-3.48517870578446	-3.384172276273087	-3.5211409132648877	-3.2460587640900544	-3.420828591863308	-3.226952790417919	-3.778828206922153	-3.4502177494868738	-3.072167351475827	-2.9377897962288753	-3.596825625242025	-3.3586839614400894	-3.4349099736960977	-3.1397130213662536
Q13561	-3.2760796038779474	-3.1402759976973207	-3.2607851738521485	-3.389969992903034	-3.40511528466496	-3.5084100895405186	-3.2685285866875113	-3.2920571988576706	-3.3225518032596626	-3.387762646925524	-3.3759238405102225	-3.229840949763504	-3.170785592630353	-3.207298822136775	-3.4773320949143973	-3.4350098020301796	-3.561859887114855	-3.3716950670908674	-3.199715310474298	-3.246181405083727
Q13564	-3.3995334053020247	-3.4318426649706897	-3.4352100579809672	-3.381994432244395	-3.3494281131758727	-3.2312400998859605	-3.194784416366086	-3.170859193079915	-3.3886508134036655	-3.267145352887504	-3.441334165860003	-3.4255494748597948	-3.1809981082413046	-3.1065378729760824	-3.433761968547294	-3.3638364249430683	-3.4169296227150405	-3.220365767934867	-3.369497931453709	-3.3053532750935957
Q13568	-3.267080689304995	-3.428689764018751	-3.2897379493804304	-3.368152486445985	-3.489319150916155	-3.401813250122066	-3.08980117592677	-3.21632109127537	-3.3206022441145104	-3.390572575955848	-3.386868240150545	-3.4553900648131664	-3.380345840871081	-3.2246377015399728	-3.1831545071996628	-3.3770380328617335	-3.4869569902197526	-3.265270409461446	-3.2785300851468477	-3.215844557003539
Q13569	-3.3764103916308965	-3.2027964681513135	-3.337804154821619	-3.3979615158204757	-3.4842863673741045	-3.3491160060073333	-3.105240283206011	-3.229120871992992	-3.490751519962856	-3.2929450182450113	-3.1386344757148015	-3.2237353750372835	-3.2786856160907147	-3.364653988889819	-3.404618895698444	-3.5157830301880733	-3.3450414779624227	-3.3894565254515263	-3.228379897693286	-3.3674807560468323
Q13571	-3.134687993323591	-3.4250910536280728	-3.167540315450995	-3.350231631412112	-3.5338937011698097	-3.580754067344647	-3.191354080188308	-3.233974146960502	-3.226028430868585	-3.455685643538137	-3.172399407511926	-3.4120397526553554	-3.0683828128864232	-3.268078890343086	-3.5772645038889235	-3.55134591274136	-3.3577570943507618	-3.447277339356258	-3.062480980307003	-3.4094541190868504
Q13572	-3.2908185371665093	-3.3014052172869177	-3.264805206316422	-3.492442946651313	-3.136262205177361	-3.165757598592662	-3.3282053307316652	-3.52480386131399	-3.3482478935275934	-3.4159666340704744	-3.3204544938604257	-3.55906365194387	-3.716939388745388	-3.8573935637586585	-2.8904363191507136	-2.755658005026017	-3.4425240544651428	-3.643277493571558	-3.2156197203143884	-3.218646925760733
Q13573	-3.279862054411226	-3.279798194945625	-3.384551082584136	-3.3654380374808546	-3.264827794504929	-3.3313187625928053	-3.3683868621185407	-3.3422054483169754	-3.2774191964581223	-3.3314859549550486	-3.3420950243109857	-3.3493381599578465	-3.2446564678225367	-3.315284030001087	-3.4633886928333055	-3.3706151588460136	-3.1682571864641687	-3.223538063876475	-3.3619357708729973	-3.405033321264459
Q13574	-3.227045092450469	-3.5232401372883455	-3.3836295295947103	-3.579573236697716	-3.37254954342502	-3.411977148278212	-3.1245575533500816	-3.106917098479821	-3.1983011537795623	-3.3720189580822453	-3.2141570297548125	-3.360280243349057	-3.151878215073618	-3.2708217634406784	-3.1865669540929957	-3.399119565746855	-3.4686050468389023	-3.4698167799102864	-3.282104231423425	-3.462183536848226
Q13576	-3.230550148056374	-3.1872436350536937	-3.263590180966829	-3.134284661661987	-3.186614219094553	-3.0114494938315444	-3.940569281373395	-3.838103448295748	-3.438730808935171	-3.2578652429254644	-3.314031278456959	-3.260528154742663	-3.5465042447931054	-3.31879339353999	-3.5580552938505443	-3.5572917360964804	-3.1796080053069	-3.072787108854847	-3.3316004169871345	-3.1726378233902355
Q13586	-3.5623628842171624	-3.3127797244132258	-3.481597188941739	-3.2808159686425933	-3.333516318770327	-3.2334287215048607	-3.36486539825208	-3.111002126145905	-3.3355688233571605	-3.2528432936821803	-3.747214344445816	-3.5591501856165073	-3.3227721437320348	-3.11966279976406	-3.173222272047411	-2.8343394007989504	-3.531363892652164	-3.338447447804076	-3.4910510811656335	-3.3169369021362347
Q13588	-3.513175832033799	-3.4156864764401744	-3.177028312253299	-3.2557579926124807	-3.0905178385912544	-3.3638359211667677	-3.4208609032585953	-3.451002666836421	-3.20446308596206	-3.386594527317075	-3.0053911610293	-3.092694839316486	-3.1656015064284513	-3.609688514378743	-3.538296551481738	-3.757875021155336	-3.100081097736253	-3.4367291126094384	-3.2573224751042207	-3.452672845355487
Q13595	-3.32998692921199	-3.4262075844273707	-3.3613801292649983	-3.33788052261964	-3.4688236980964997	-3.1369788800312763	-3.382957526358348	-3.2622669513711653	-3.3494104725736156	-3.195784652729975	-3.492370912488417	-3.307978530068717	-3.209132923995235	-3.0208989255346363	-3.628245236569813	-3.512322890199128	-3.3544467666611855	-3.1076779848909695	-3.36545513778003	-3.3288583200025013
Q13596	-3.314632596446293	-3.377475545747202	-3.3083833371954254	-3.2814219146929795	-3.431581440326064	-3.3542276151872294	-3.2678398235420523	-3.211147427053297	-3.3199552426143746	-3.3647727245646086	-3.350810744310552	-3.4830128860165157	-3.161097586630184	-3.2684600795321	-3.3750084542139107	-3.461478833468367	-3.3473674131270954	-3.355448522115587	-3.205002832745239	-3.2458784280712423
Q13601	-3.3195861858667652	-3.373726513263275	-3.3852448213127877	-3.3668764606229047	-3.246418247063038	-3.109112636057328	-3.407310801018486	-3.3726728885672985	-3.353550112255413	-3.310026742004836	-3.298279114985798	-3.2524791910992015	-3.367235091236565	-3.1880919664277574	-3.2605570531666075	-3.1990207815770826	-3.556464556671087	-3.3942699628040756	-3.414499048517014	-3.326868882501378
Q13608	-3.43981959381362	-3.487659554136881	-3.2553421195203565	-3.150074433112517	-3.1641262015646783	-3.527948461650772	-3.2724585117676837	-3.152369883850711	-3.445100245619569	-3.391420613351255	-3.5720185440103487	-3.6158985698703487	-3.212736074451936	-3.061165641956998	-3.401846210685063	-2.981027071818812	-3.407589031186741	-3.3172892757679446	-3.3552569325083357	-3.4244995997506096
Q13610	-3.411784069424918	-3.445213363124232	-3.259704274590622	-3.2124745506009194	-3.3696746382932496	-3.4755327158209837	-3.3245428723447996	-3.2070178210348956	-3.2513724545059386	-3.2909144929859915	-3.308592346657018	-3.294189908222187	-3.147357143154428	-3.358424795526323	-3.457212229941943	-3.375221374061509	-3.3343651775542464	-3.4871334913109253	-3.205243561135526	-3.2849397197866557
Q13613	-3.310564089771172	-3.157551601566845	-3.347730023029997	-3.3350459132905086	-3.3044590807108847	-3.467801312951168	-3.2730714423550533	-3.3985613527154417	-3.3269304747508013	-3.3177194111439188	-3.2575074225375613	-3.207091864015481	-3.3872882710362875	-3.536219850660397	-3.32117345088273	-3.350488568604349	-3.193479200739839	-3.4074748612033465	-3.238572720822478	-3.3542262497678403
Q13614	-3.2123574205969643	-3.0492458904118305	-3.5776346873467797	-3.3888697020130234	-3.340098076297407	-3.3668994921830286	-3.3595060344347805	-3.3375019424170596	-3.2953220183295007	-3.3483597328953953	-3.2836085410097575	-3.34571276847278	-3.1811947627742594	-3.4820460397258843	-3.395207271347231	-3.4388645483217077	-3.1007140108814633	-3.492205980975418	-3.2091008206989	-3.345686137489959
Q13615	-3.19335011137439	-3.337649965753281	-3.2508197239171177	-3.210941750588159	-3.343817445574471	-3.2986230621057686	-3.5641335844424757	-3.33084670824949	-3.274756096086755	-3.4526418785599593	-3.290970871155284	-3.38105750160679	-3.297276371683062	-3.5785028591104155	-3.1910572213341055	-3.3162972937440345	-3.2202480198155	-3.3946266931495632	-3.2322502351820246	-3.3550807247269896
Q13616	-3.2843071566916873	-3.3545500615596264	-3.224453978988602	-3.3198138361129903	-3.3237612093659745	-3.462224845779866	-3.287392642776446	-3.3352666786899516	-3.2687892357610333	-3.3718828729182975	-3.2331035676235462	-3.3712323389818164	-3.1495138110564573	-3.3885671997087767	-3.4361391221506783	-3.516351194382948	-3.1759735230193873	-3.4094301482365874	-3.233986834747155	-3.351050502573054
Q13617	-3.266872929769932	-3.3583832081140024	-3.393748199255612	-3.3577024217615588	-3.2826407802730087	-3.3780145278486575	-3.2738532138667704	-3.247918588863927	-3.313483252598579	-3.3551442600657806	-3.2538741643613895	-3.391442998314482	-3.2531169892914504	-3.367951222006801	-3.392330804818611	-3.445734125462222	-3.2259597893284777	-3.303295599989989	-3.287127962372987	-3.314799052387931
Q13618	-3.265081088835766	-3.3640445434538333	-3.3590902582254247	-3.4447099903118747	-3.244450923679432	-3.309893229605907	-3.269197932892477	-3.2992869750067917	-3.314411226208835	-3.3602594891880724	-3.2287249138986014	-3.360708361065962	-3.3043746395200553	-3.4184625345654203	-3.444957155708342	-3.533548717082946	-3.072748816456062	-3.16459132675353	-3.3486428002448214	-3.403491180507042
Q13619	-3.437588168710611	-3.519966514640542	-3.274283243583502	-3.2201140708516363	-3.2630091087434816	-3.3433051182786944	-3.317888192896369	-3.2688443065491652	-3.289526166344504	-3.3095277508266125	-3.3229308799518225	-3.422353218619796	-3.124963248812425	-3.282900957540892	-3.401809682645421	-3.4824027424966486	-3.184018978924231	-3.3002715590758154	-3.3130216598058713	-3.4239295153858964
Q13620	-3.404084926432283	-3.434293695249455	-3.3883970000550176	-3.361304355801818	-3.2028237101274555	-3.2773669524922955	-3.2698215774107413	-3.281188076871626	-3.295899794671872	-3.3202214591915906	-3.3008288216122157	-3.393110260679504	-3.339448349066693	-3.439932022240996	-3.2720045508166105	-3.3184581048847734	-3.1476588333437223	-3.2536248558477454	-3.371996462367462	-3.4056278136472606
Q13627	-3.3299917716491474	-3.31435499496024	-3.355142878208391	-3.3028801160060968	-3.335866981159912	-3.2133819590863486	-3.3969669148685826	-3.357644691048397	-3.3259145438754354	-3.2945624203655925	-3.337118575766736	-3.329612046046141	-3.3283936840184714	-3.149492955157566	-3.483739739547989	-3.445888414660472	-3.3015163373479637	-3.160334040840324	-3.4253432763363634	-3.296001615772788
Q13630	-3.1990178125764235	-3.250248928272407	-3.398342832216707	-3.4286892608757817	-3.3941101294709277	-3.4001664657843453	-3.208453015108703	-3.2209949028107245	-3.3703195929626135	-3.375832478916103	-3.5866292676116984	-3.665924593915875	-3.268206775991731	-3.275468605623627	-3.2143822962481616	-3.237102479230713	-3.299285083979208	-3.257443900804718	-3.243055630707915	-3.246831620692252
Q13636	-2.918517318059195	-2.6942677414031335	-3.707083330192048	-3.3587662060744177	-3.7657675869131335	-3.4428343551492624	-3.4113343082534526	-3.291326199576915	-3.4899929527585907	-3.4971076925895845	-2.7354489232910955	-2.564260002590375	-3.688665591278913	-3.3388472279381074	-3.7718007313657096	-3.55313358516817	-3.807628292190912	-3.841194401860202	-3.5286466787534225	-3.081457065565148
Q13685	-3.3515540248526507	-3.632474551534853	-3.1625288079101246	-3.3726075669935183	-3.3696537890098894	-3.5560721137611653	-3.2115974656968183	-3.1984590106248825	-3.1042292350163603	-3.34764499584349	-3.2264251683999747	-3.275056354715932	-2.987413644910741	-3.3884499131077597	-3.421706196587383	-3.52496244276838	-3.320195368591418	-3.5766202180623727	-3.1921519858743252	-3.4000963670985103
Q13686	-3.3060550880089785	-3.344171508147525	-3.4281721836413683	-3.387416775350502	-3.1411444621340507	-3.410867686234871	-3.262639764992328	-3.2305384785653537	-3.358975900259191	-3.3749671125582728	-3.1750894931252525	-3.3799035843526313	-3.1044218012200004	-3.387060064203889	-3.4757502248577357	-3.629368693785505	-3.184128947064433	-3.3590354535961127	-3.193211906825762	-3.413383735034929
Q13724	-3.3572902638790745	-3.2705298369676825	-3.291418412935326	-3.211883226290883	-3.4132607356935374	-3.3307173031432535	-3.3949080245809684	-3.2930405142016084	-3.371730306947895	-3.2965280171354543	-3.2310540054527848	-3.1561943128556753	-3.5614743228316117	-3.4050945163915785	-3.3456493280456936	-3.2348209123228893	-3.4785038526484833	-3.3667089325073367	-3.3149771239097854	-3.178006858705537
Q13740	-3.22341054923239	-3.2299387817452647	-3.203112819691422	-3.2808773501736663	-3.3182851112110914	-3.4414895709593556	-3.488284792944639	-3.2761821512225717	-3.4109454769627434	-3.3773436042819167	-3.3017392878331284	-3.3274148889488315	-3.4283839069459505	-3.4868935134370727	-3.23588301185279	-3.3139282277415933	-3.2171344595070126	-3.394333266618312	-3.245485992277991	-3.2918553212918797
Q13761	-3.449511620764762	-3.463766802233386	-3.4284915147833264	-3.28077169462248	-3.2728443089401913	-3.2408745144939792	-3.233235427190685	-3.251736482687475	-3.320890604838916	-3.3016460822178417	-3.3670100779442773	-3.3822373368711163	-3.375662357624133	-3.325693034406486	-3.1736175506370623	-3.158061060722998	-3.400475647908488	-3.3083234798215018	-3.3858150303127115	-3.367138440228444
Q13769	-3.3374785979534507	-3.3203740354111364	-3.2763249014639326	-3.334910364688173	-3.201684557417142	-3.1296475475880805	-3.4966671653173647	-3.5395138310009964	-3.318748718623726	-3.3091982548791625	-3.2254285146603094	-3.1793639022036477	-3.2520408428575154	-3.107232566109111	-3.450977132094531	-3.4579967500793503	-3.565381318934355	-3.3886507998545508	-3.3389958187848583	-3.3152055487866487
Q13795	-3.1502615434720274	-3.0721297140226307	-3.384257656660369	-3.349523111417509	-3.5136536145962536	-3.345420532064388	-3.443648284303115	-3.2728874374775883	-3.4058919537473966	-3.3374573888491126	-3.5259182444393447	-3.447998534012877	-3.4029413286397574	-3.2086478960015694	-3.178825816439062	-3.0187575815929866	-3.5250557060233225	-3.3607080491369583	-3.364930255283757	-3.268753707747745
Q13813	-3.2220356930795413	-3.1218578613172565	-3.5355619633415274	-3.4740413020591654	-3.2109169086119267	-3.2912858369863214	-3.373106531049739	-3.3358409779668534	-3.3911292250088825	-3.3117342691529257	-3.3323677897744366	-3.331118265246199	-3.685171574725235	-3.565591892873181	-2.9668794655048556	-2.848166762330568	-3.3230054800316244	-3.367849084966143	-3.5667836029382634	-3.454872357236765
Q13823	-3.261714727084465	-3.4143879760138747	-3.2783431887474417	-3.4536502016144963	-3.271615787390086	-3.3107022802093864	-3.2209707143652344	-3.346312245224799	-3.27092884069388	-3.4096048576544615	-3.323105643684246	-3.470505593576654	-3.193939974899415	-3.268237201881583	-3.3850837843878674	-3.35627624455016	-3.2506843723847205	-3.396217775151046	-3.2716542868472325	-3.3241564288224503
Q13825	-3.4055535025269523	-3.0948887333286437	-3.406313904404902	-3.1503065584823178	-3.469036987958057	-3.4743179210806567	-3.486760917412143	-3.034003742642576	-3.4435987800521732	-3.3488351213965313	-3.454816238309652	-3.45558574489712	-3.7424484992000138	-3.4200167041891603	-3.258985575176738	-2.8567522923102806	-3.4294842947110906	-3.3265323804801916	-3.3640171029108035	-3.090798424902762
Q13838	-3.4089498174763415	-3.398376472854185	-3.326721850814566	-3.309610499398575	-3.306735424995624	-3.109259989885917	-3.426889215909538	-3.2724851245148288	-3.3526030192894365	-3.333784014867643	-3.4193021470310754	-3.425615098336555	-3.4070542204945817	-3.298243086558435	-3.3000365723024125	-3.2572814676084194	-3.312309511370598	-3.061444961547689	-3.439399435978008	-3.339533148684926
Q13867	-3.35587200193478	-3.4384511374021085	-3.3109648443399085	-3.4430127348068154	-3.192834114797047	-3.3724621095040144	-3.2408738198897837	-3.2454835844955596	-3.284976394840703	-3.356406158786583	-3.211966831494442	-3.317416027907526	-3.2377156721309697	-3.4812598196690328	-3.499784933875028	-3.582546617444122	-3.0494469403116242	-3.2568883578521635	-3.281218806718966	-3.379683184496164
Q13868	-3.46974475944609	-3.3439115503042567	-3.2424073076647133	-3.3684165135590005	-3.2683786045529315	-3.284168462633964	-3.3849568238327112	-3.4025501023644376	-3.1697924922634866	-3.3088582826884565	-3.474777766325672	-3.418891462963922	-3.071193855480685	-3.1512866553816634	-3.462371312055595	-3.625788304794842	-3.272232905258728	-3.2348000446017147	-3.250087048075534	-3.344496373699057
Q13873	-3.2598013588404156	-3.118012630602278	-3.2291624181780096	-3.331348541720137	-3.2784241427097465	-3.500633460112905	-3.4264265470199	-3.311432111824199	-3.3449054091347437	-3.46031688065181	-3.3500184566039466	-3.344806204963822	-3.2078357968646523	-3.360791641234805	-3.373472388924134	-3.2220650285945704	-3.2882724541072563	-3.5025474311606564	-3.2493648140024813	-3.343417345108722
Q13884	-3.1069542311056986	-3.2350428005151435	-3.481433314109173	-3.3918639412759117	-3.1462765070962586	-3.0652684772286345	-3.64782782581747	-3.4790561165452343	-3.4461907546263726	-3.332114583094284	-3.589910916956282	-3.519122623767067	-3.779381037766929	-3.636862811399727	-3.403278152284497	-3.4867164480042003	-2.948052980823125	-2.747514227619472	-3.2755980880669675	-3.1709151976046632
Q13885	-3.4427429850689553	-3.3307602327728087	-2.6968644809184124	-2.650092089583363	-4.572309793155519	-4.4014247649163165	-3.5875290968886753	-3.010793186388782	-3.4406713284344144	-3.2324280327867805	-4.0291619446021905	-3.5044379967994854	-3.8056746880495	-3.6651120567131144	-2.898383992235122	-2.405911741102676	-3.737482409411705	-3.492665854429326	-3.377200163570109	-3.0901621766982585
Q13889	-3.51137135210828	-3.4115846884528938	-3.271147968144609	-3.377115437505302	-3.446328784388695	-3.217093321617828	-3.229230249094336	-3.280418037884729	-3.2504811766154544	-3.257133566669456	-3.4263430126303835	-3.3398264182208397	-3.30073769866759	-2.9714449150817854	-3.442411617946067	-3.309398108551052	-3.4498747949760773	-3.2661015527235753	-3.4064678104311903	-3.3717010582757796
Q13895	-3.382189022169652	-3.470551628162494	-3.2223388673020548	-3.2049973409974233	-3.2644393882488996	-3.2873337489131216	-3.404519186935667	-3.412245639491666	-3.275285825554845	-3.3198389546612	-3.369789944995097	-3.433885353981954	-3.1359446240827458	-3.2021983540788725	-3.4961463776235155	-3.503260213823869	-3.263563529809148	-3.260296105902725	-3.2659595998051727	-3.335622491112795
